max_size	None
min_freq	None
unknown	<unk>
padding	<pad>
rebuild	False

烈	3	1061	0
厘	1	1469	0
赣	1	1470	0
仅	3	1062	0
斤	5	867	0
鸡	3	1063	0
蛋	1	1471	0
殊	2	1236	0
种	2	1237	0
橹	1	1472	0
貌	1	1473	0
征	2	1238	0
g	2	1239	0
晶	3	1064	0
盐	3	1065	0
独	3	1066	0
厚	1	1474	0
覆	2	1240	0
盖	6	799	0
胜	6	800	0
邵	1	1475	0
潇	1	1476	0
携	2	1241	0
探	1	1477	0
率	1	1478	0
凉	3	1067	0
折	3	1068	0
叠	1	1479	0
戴	1	1480	0
付	2	1242	0
费	6	801	0
朝	2	1243	0
迎	2	1244	0
你	1	1481	0
企	1	1482	0
丘	1	1483	0
睢	1	1484	0
胎	4	946	0
扫	2	1245	0
坝	3	1069	0
彭	1	1485	0
引	1	1486	0
申	1	1487	0
显	1	1488	0
斑	1	1489	0
铲	11	572	0
栋	1	1490	0
制	1	1491	0
瑛	1	1492	0
材	1	1493	0
廊	4	947	0
\	2	1246	0
溃	2	1247	0
宜	3	1070	0
厨	1	1494	0
灶	1	1495	0
碰	1	1496	0
架	2	1248	0
湍	3	1071	0
膝	4	948	0
圳	1	1497	0
拿	1	1498	0
珍	1	1499	0
踪	1	1500	0
崔	5	868	0
堂	8	684	0
途	2	1249	0
藏	1	1501	0
奎	3	1072	0
暗	1	1502	0
吨	5	869	0
毛	3	1073	0
毯	2	1250	0
壮	2	1251	0
俩	4	949	0
检	2	1252	0
察	2	1253	0
阵	4	950	0
累	4	951	0
替	4	952	0
渣	1	1503	0
免	1	1504	0
汜	3	1074	0
威	2	1254	0
胁	1	1505	0
堰	3	1075	0
维	3	1076	0
蜡	2	1255	0
烛	2	1256	0
翠	1	1506	0
席	1	1507	0
钩	1	1508	0
厦	1	1509	0
涛	1	1510	0
淑	1	1511	0
猪	2	1257	0
羊	2	1258	0
板	2	1259	0
洁	1	1512	0
柳	3	1077	0
黎	1	1513	0
迟	4	953	0
减	2	1260	0
煤	1	1514	0
尘	1	1515	0
肺	1	1516	0
馈	1	1517	0
漱	1	1518	0
潜	1	1519	0
霞	1	1520	0
梅	1	1521	0
才	10	600	0
涌	1	1522	0
兰	1	1523	0
亭	1	1524	0
孤	1	1525	0
岛	1	1526	0
宏	1	1527	0
辖	3	1078	0
榴	1	1528	0
洼	1	1529	0
眼	1	1530	0
—	2	1261	0
括	3	1079	0
卢	2	1262	0
苦	1	1531	0
爸	6	802	0
迈	2	1263	0
抬	2	1264	0
泥	4	954	0
预	4	955	0
帅	1	1532	0
纤	5	870	0
鹭	1	1533	0
婴	7	731	0
俊	2	1265	0
钰	1	1534	0
涵	2	1266	0
示	2	1267	0
赖	1	1535	0
拥	1	1536	0
I	1	1537	0
U	1	1538	0
岀	1	1539	0
孺	2	1268	0
妻	1	1540	0
浑	1	1541	0
箭	1	1542	0
祥	2	1269	0
喇	2	1270	0
叭	2	1271	0
喊	2	1272	0
炸	2	1273	0
念	1	1543	0
岭	1	1544	0
魏	1	1545	0
浅	3	1080	0
墅	1	1546	0
冯	2	1274	0
伦	1	1547	0
亟	1	1548	0
潘	1	1549	0
钟	3	1081	0
牙	2	1275	0
饰	1	1550	0
戏	6	803	0
肥	3	1082	0
阴	1	1551	0
妮	1	1552	0
雯	1	1553	0
帘	1	1554	0
坛	2	1276	0
椿	1	1555	0
树	2	1277	0
芳	7	732	0
境	2	1278	0
识	1	1556	0
拦	1	1557	0
撕	1	1558	0
j	1	1559	0
y	1	1560	0
[	2	1279	0
燕	1	1561	0
诗	1	1562	0
奥	1	1563	0
唑	1	1564	0
胃	1	1565	0
疼	1	1566	0
肚	1	1567	0
藿	1	1568	0
姬	1	1569	0
闺	1	1570	0
涝	2	1280	1
疫	1	1571	1
闫	1	1572	1
郊	3	1083	1
